name,category,min_players,max_players,description
Mäuse-Rallye,Children's Game,2,4,"A game of flicking mice around a race track, while avoiding falling in the holes.  Once a player falls in a hole though, they temporarily become the cat, who will interfere with the remaining players until the round ends.  The winner is the mouse which collects the most cheese (earned by completing a circuit of the racetrack).&#10;&#10;Ages 5 and up&#10;&#10;"
Medieval Merchant,Economic,2,6,"Players secure valued markets via affordable trade routes between medieval cities while simultaneously forcing opponents into less affordable and less valued markets.  The cities themselves have a variable number of spaces for players to develop business branches within, or alternatively establish new trade routes into wider reaching cities and towns.  Players may generate income and risk losing dominance over a city, or add branches within a city that lower the value of your product but can award you with a stronger market influence.  At the end of the game, the player with the most influence wins.&#10;&#10;"
Merchant of Venus,Economic,1,6,"Merchant of Venus makes players take on the roles of space traders chasing wealth and fortune. Each player moves their ship through interconnected systems on a fixed map, discovering new alien worlds to trade with. As players start to make money delivering commodities, their earnings can be used to purchase equipment and construct their own infrastructure. The player who first acquires enough total value in cash and port/factory deeds wins the game.&#10;&#10;The game uses a basic roll-and-move mechanism for movement, but modifies it with engine ship upgrades that let the players skip certain spaces during movement. When players reach cities and spaceports, they can buy and sell commodities. Different species are randomly distributed throughout the universe at the start of the game, and players will only uncover which species lives where through exploration in the course of the game - the layout of which species lives where works to offset the rigidity of the fixed map by making different routes through the map profitable each game.&#10;&#10;The prices a player receives for selling their cargo is determined by the species that lives in the system, and what commodities a port offers for purchase is determined by a unique and dynamic supply-and-demand mechanism. With their money, players can replace their spaceships with better models, or build factories (which create better commodities) and spaceports (which speed up trading). They can also buy upgrades for their ships (like shields, lasers, or engines).&#10;&#10;Variations included in the rulebook allow for interplayer combat and solo play, and the exact target wealth players have to acquire in order to win is decided on before each play.&#10;&#10;"
Metro,Trains,2,6,"Similar to Streetcar, Tsuro, Tantrix and Spaghetti Junction, this game has players putting square tiles onto the board to form rail lines. The major difference in this game, however, is that players are not striving to make short, direct routes like those sought in Streetcar. Instead, the object of the game is to make the rail lines as long as possible.  Players start with a number of trains ringing the board.  Whenever a tile placement connects a train to a station (either on the edge or the center of the board), that train is removed and the player scores one point for each tile that the route crosses, which can cause one tile to score multiple times if the track loops around.  However, players score double for city connections, which are the stations in the center of the board.&#10;&#10;The game was originally issued as Iron Horse (not to be confused with Iron Horse).&#10;&#10;Re-implemented by:&#10;&#10;&#10;     Cable Car&#10;&#10;&#10;"
Meuterer,Card Game,3,4,"Meuterer is a role selection card game in which players take the roles of crewmembers aboard a merchant ship. Each round, each player reveals goods from their hands that they wish to sell. However, most ports deal in only one sort of goods, and it's the player who's the captain that gets to decide where the ships goes. That's where the mutineer comes in. If a player chooses to become the mutineer, they will try to become captain themself and may change the destination of the ship. Each player may also have an ally in the fight, and the side which played the most conflict points gets the final word on the ship's destination.&#10;&#10;Players can score points in various ways. Every time a player sells the most goods out of anyone in one place, or every time a player reaches their destination, either as the captain or as the mutineer, they score points. You also get points if you helped a side win during a mutiny. The player with the most points at the end of the game is the winner.&#10;&#10;"
Modern Art,Card Game,3,5,"Buying and selling paintings is a very lucrative business, at least that's what Hollywood's led us to believe, and that's the premise of this game.  Five different artists have produced a bunch of paintings, and it's the player's task to be both the buyer and the seller, hopefully making a profit in both roles.  He does this by putting a painting from his hand up for auction each turn.  He gets the money if some other player buys it, but must pay the bank if he buys it for himself.  After each round, paintings are valued by the number of paintings of that type that were sold.  The broker with the most cash after four rounds is the winner.&#10;&#10;Part of the Knizia auction trilogy.&#10;&#10;"
Mole Hill,Abstract Strategy,2,2,"In this strange little game, players take the roles of a gardener protecting his lawn and a mole digging it up.  The gardener must try to block the mole's moves and fence him in quickly, while the mole must dig as many holes as possible before being caught.&#10;&#10;Essentially, the mole may move any direction, horizontally or diagonally from square to square, while the gardener places boundary sticks down along the edges of the square, which the mole may not cross.  The mole and gardener may either move or place down a boundary stick, and move alternately.  Eventually, the gardener will hem the mole in completely and the round is over.  In addition, if the mole can move into flower beds, extra points are scored.  By moving to the center, the mole may also tunnel deeply to any selected square on the board, thus escaping the (by then) rapidly closing trap of boundary sticks.  Depending on how many moves this took, more or less points are earned by the mole.&#10;&#10;Once points are totaled up, the roles are reversed and another round is played.  The winner is the player who scored the most points as the mole.&#10;&#10;"
Money!,Card Game,3,5,"The object of this Reiner Knizia card game is to collect as many of one type of currency as possible.  Players bid cards from their hands to exchange for 'lots' of cards, with the order being determined by whoever put out the highest valued cards.  The cards themselves are renditions of currencies from around the world.&#10;&#10;"
Monkey Madness,Animals,2,4,"The monkeys are in a mixed up mess! You'll need a bit of luck to sort them out and be the first to collect all of your monkeys.&#10;&#10;Players select monkeys out of the bag, placing them on the correct board (no matter who has that color).  The next player gets a turn after the current player finds a monkey of their own color.  First player to have 6 monkeys on their card is the winner.&#10;&#10;"
Muscat,Abstract Strategy,3,5,"Muscat can quickly be described as &quot;advanced rock-paper-scissors,&quot; but is much better than this  may make it sound.  There are 4 different types of items in this version, which are the different kinds of street performers in the marketplaces of Muscat.  The tiles representing the performers are placed in these marketplaces in such a way as to establish local dominance hierarchies, which are resolved by kicking the loser out on the street and promoting the winners to higher-class sections of Muscat.  Eventually, once can reach the Sultan's palace, and when enough performers have everyone scores points according to how high their performers have advanced up the board.&#10;&#10;There is more to it than that, of course.  The performers kicked out on the street want to get their revenge, and they can be placed back on the board or used to take 3 special actions which add a great deal of complexity to the game.  Although there is some randomness (in which tiles you pick when), this is essentially an abstract of the &quot;brain-burner&quot; school, and should be enjoyed by those who like that kind of  game.&#10;&#10;Re-implemented by:&#10;&#10;    Message to the Czar&#10;&#10;&#10;&#10;&#10;"
Mykerinos,Exploration,2,4,"1899. For more than a century, the European public has been fascinated by Egyptology and the discoveries of Denon, Champollion, Petrie and others. Seeking adventure and glory, teams of archaeologists search the sands of Egypt for hidden treasures.&#10;&#10;Mykerinos. Embody archaeologists seeking relics from ancient Egypt for powerful benefactors. Will you be convincing at the museum's final exhibition?&#10;&#10;The game takes place over four rounds. The game board is composed of four (or six in the last round) areas of two cards. These cards have 6 squares, possibly occupied by an obstacle (pyramid), and belonging to one of five benefactors (with their own color and symbol): Sir Brown, Lady Violet, Miss Blackmore, Lord Lemon and Colonel Tangerine.&#10;&#10;Each player has their own personal pool of archaeologists that can be used to:&#10;- Start an excavation (requiring one archaeologist)&#10;- Expand an excavation (requiring two archaeologists in addition to one archaeologist already on the board)&#10;- Play a benefactor previously earned&#10;- Pass&#10;&#10;Benefactors give special benefits like moving over an obstacle or retrieving archaeologists faster, etc ...&#10;&#10;Once all players have passed, we resolve the board according to area control. The player in the first position can either take a card available or go to the museum. Other players can then do the same. Ties are resolved according to player order.&#10;&#10;Going to the Museum adds value for a colour at endgame to the cards collected (x2, x3 or x5).&#10;&#10;At the end of the 4th round, the final exhibition is resolved and the winning player will be whoever collected the most prestige between:&#10;- Points on the cards collected during game&#10;- Points by colour benefactors (according to position in the museum)&#10;- Bonus points for sets of cards (1 in every colour of benefactors).&#10;&#10;"
name,category,min_players,max_players,description
Navegador,Economic,2,5,"This game is inspired by the Portuguese Age of Discoveries in the 15th-16th century. Players take actions such as contracting men, acquiring ships and buildings, sailing the seas, establishing colonies in discovered lands, trading goods on the market, and getting privileges.&#10;&#10;Each player starts with only two ships and three workers and tries to expand his wealth.&#10;&#10;There are several undiscovered lands that allow players, once discovered, to found some colonies there. Colonies exist in different places where sugar, gold and spices are available and can be sold to the market to make some money. Money is used to build ships, erect buildings such as factories, shipyards and churches, and to get workers. Workers are necessary to found colonies or to acquire  buildings and privileges, which exist in five categories and therefore encourage players to follow different strategies competing with each other.&#10;&#10;At the end of the game the player who is most successful in combining his privileges with his achievements (colonies, factories, discoveries, shipyards, and churches) is the winner.&#10;&#10;"
Neue Spiele im alten Rom,Abstract Strategy,2,7," Neue Spiele im Alten Rom (or New Games in Old Rome (NGIOR)) is a compendium of games from Reiner Knizia. In the box are fourteen games themed on ancient Rome. The games are themed to cover, albeit in a highly abstract fashion, the rise of Rome, the Roman Republic and finally, the Empire.&#10;&#10;(7 of the games are described below)&#10;&#10;The Wheel of History : 2-5 players&#10;&#10;This is an early version of what was to become Bunte Runde. 25 cards are laid out in a large circle, representing the tribes to be united under early Rome. Players may advance a pawn one, two or three spaces forwards and collect a card. Cards are scored on face value, but there are some quirks that vary this.&#10;&#10;The Seven Hills of Rome : 2 players&#10;&#10;This is one of the easier games in the compendium. The theme here is you are battling your opponent for control of the seven hills of Rome. The hills are represented by seven cards, numbered 1 to 7, laid out between the players. Cards are played from a hand against the 'hills' in an attempt to influence them to your side. You sum the hills you control at the end of the game, and the highest total wins.&#10;&#10;Mercator : 3-7 players&#10;&#10;This game is Medici's ancestor. It is a simplified version of Medici, with the chief differences being you can hold six cards on your ship, and you are competing for highest value totals only. The number of each suit taken is meaningless, except in a variant where you get paid a bonus if you get one of each. The game lasts only one round. Medici is worth purchasing on its own, but this is still worth a look.&#10;&#10;Imperium : 3-5 players&#10;&#10;The aim is to earn points for control of each of the 9 areas on the board. The game lasts 9 turns, and at the end of each turn, the area matching the turn number is evaluated for control and points are awarded. On your turn, 3 cards are revealed simultaneously. These cards are numbered 1 to 9, with 2 additional banner cards. The numbers correspond to the areas you want to place control markers into. The banner cards indicate you want one or two extra chips placed in the indicated area. After control markers are placed, the current turn's area is evaluated - points being awarded to the winner and perhaps the second and third places as well. After 9 turns, the player with the most points wins. As you progress, the points awarded for each area increases, giving a nice feeling of acceleration.&#10;&#10;Senator : 2-3 players&#10;&#10;You play a Roman faction trying to position your people (a hand of cards) into the senate. They can only get their via the senate steps. The board is a grid of 5x5 spaces, The 9 spaces in the center are the senate, while 12 of the remaining 16 are the steps spaces that run around the perimeter of the senate. Cards are placed initially on the steps, and then pushed into the senate by placing more cards on the steps.&#10;&#10;Circus Maximus : 3-5 players&#10;&#10;A simple chariot racing game where players are competing to be the first to get their team of three chariots around the hex map circuit and onto the podium. Each player has a set of cards face up in front of them, numbered 1 to 5. To move a chariot they select up to three cards per chariot which that is the movement allowance for that piece. The movement off each card must be in a straight line, so some rather clumsy cornering ability is built into the game. Cards used by a chariot are turned face down, becoming unavailable for the other chariots still to move. Each chariot must be moved at least once per turn, if possible. Therefore, the trick is to maximize your movement with your 15 points each turn.&#10;&#10;Consul : 2-4 players&#10;&#10;This is an intriguing memory game, that, like most of the games in this compendium, have a hard time being fitted into a theme! Twenty-five cards are turned face down in a grid. Players start the game each holding three cards in their hand. On their turn, players make a bid to take a turn. The highest bid gets to turn up cards until they choose to finish, or make a mistake. Cards in a set can be of the same value, or same color, or both. The value of the set must equal of exceed the bid made, simply by summing the face values of the cards. If a mistake is made, the cards are turned face down, and the player must discard a card from their hand into the grid. If the bid is made, the cards are taken into the players hand. At the end of the game, the highest total held wins.&#10;&#10;--&#10;&#10;Translated rulebook to the contrary, this game has never been published by an English publisher.&#10;&#10;Note: 3 of these have been printed/repackaged in English by GMT in Rome&#10;&#10;"
Nottingham,Card Game,3,7,"From boardgamenews.com:&#10;&#10;The Sheriff of Nottingham is in trouble! His time in power is nearing its end, and he hasn&rsquo;t quite managed to get enough cash together to buy another year in office. So he sends his Deputies out to collect the overdue taxes and promises to promote the most successful Deputy to the rank of Chief Assistant. Is it any wonder, then, that the Deputies think nothing of occasionally picking their colleagues&rsquo; pockets?&#10;&#10;Contents: 1 Scoreboard, 8 Playing Pieces, 110 Cards, 1 Rules Insert&#10;&#10;"
Nuba,Abstract Strategy,2,2,"The board is a 5 x 6 grid. Each player has ten tokens, numbered 1 - 9 and one 'X'. Players alternate setting their pieces in the two rows nearest them. The lower the number on the token, the better a wrestler that piece is. The higher the number, the better the musician (but that makes that piece a lousy wrestler). The idea is to get your highest possible piece to the opposite side of the board.&#10;&#10;When a piece successfully reaches the opposite side of the board, it is placed in the honorable musician space. It remains there unless another piece (of either player) with a higher value reaches the opposite side, in which case it supplants this piece as the best musician. The game ends when no one can oust the reigning musician (which means no one has a piece left on the board of a higher value). If a player's piece marked with the 'X' reaches the opposite side, the game immediately ends and that player is victorious.&#10;&#10;"
Nuclear War,Card Game,2,6,Satirical game in which each player represents a &quot;major world power&quot; and attempts to gain global domination (or annihilation) through the strategic use of propaganda or nuclear weapons...&#10;&#10;Integrates with:&#10;&#10;    Nuclear Proliferation&#10;    Nuclear Escalation&#10;    Weapons of Mass Destruction&#10;    India Rails (using Nuclear War Bonus Pack #2: Expansion to India Rails and Nuclear War)&#10;&#10;&#10;&#10;&#10;The latest reprint of the game features new artwork on the cards and two new cards:&#10;&#10;    Mars Probe (Secret): Take 1 million people from the discard pile.&#10;    Advanced Recycling (Special): Pick one used carrier or warhead from the discard pile.&#10;&#10;&#10;&#10;&#10;
Oasis,Civilization,3,5,"You are the head of a Mongolian family, intent on becoming the most powerful in the land. Use your resources wisely to take control of fertile steppe lands to raise horses, build sacred temples, develop caravans of camels, and control the beautiful oases. The player with the most points at the end of the game will be anointed the Noble of the Oasis.&#10;&#10;"
Octi,Abstract Strategy,2,4,"Octi is an abstract strategy game that is similar to checkers and chess.  The object of the game is move your pieces into your opponent's starting points.  The difference between checkers and Octi is that this game allows for multiple jumping, capturing, and special movement of pieces.  On each move players decide whether to bring in new pieces, upgrade their existing pieces, or move a piece.  The choices in this game are staggering and each move presents and entire new way of thinking about the game.  There is a 4 player teams variant that is included in the rules.&#10;&#10;Home Page: http://www.octi.net/&#10;&#10;Online Play&#10;&#10;&#10;     Gamerz (turn-based, play by email or play by web)&#10;     http://www.octi.net/&#10;&#10;&#10;"
Odin's Ravens,Animals,2,2,"Each morning Odin sends the ravens Hugin and Munin to race over the world of Midgard and report back what they have seen. The first to return wins Odin's favor, but any cunning corvid has a few tricks in store and these are the two most brilliant birds in Middle Earth.&#10;&#10;Odin's Ravens is a two-player card game in which two ravens race across separate tracks, the tracks being comprised of domino-style landscape cards that feature different types of land. Each player has his own deck of cards, using them to match cards to the land types in front of his raven and advance the raven toward the end of the flight path. Odin Cards allow a player to take special actions, such as rearranging the track of landscape cards or impeding the other player's raven. During play, each player can create an auxiliary stack, playing cards from the hand now to set up plays in the future.&#10;&#10;The round ends when a raven reaches the end of the flight path, and that raven's player scores points equal to the distance separating the two ravens. In addition, whoever has played more cards to the &quot;Magic Way&quot; during the round &ndash; a separate playing area in which players may play a particular type of card &ndash; wins three points. The game lasts multiple rounds until one of the players reaches a total of twelve or more points and wins!&#10;&#10;"
"Oh, Pharaoh!",Ancient,3,4,"From the publisher:&#10;&#10;On behalf of the all-powerful pharaoh, the best architects of their time are building pyramids as burial grounds for the divine king. However, a battle between the master builders erupts: who constructs the biggest, most beautiful and magnificent pyramids? Envy and conspiracy are the order of the day and thus the architects make life difficult for each other.&#10;&#10;Each player tries to erect as many high-quality pyramids as possible. The player whose turn it is receives a new building card. He then can swap cards with the other players. He or she may then lay down cards to a pyramid or continue building at a pyramid already in progress. A pyramid is created when it consists of at least two rows of cards on top of each other. Each row consists of building cards with the same number. The row on top always has fewer cards than the ones below. The result is a continuous row of numbers from top to bottom.&#10;&#10;When it's their turn, players have to decide if they want to have their pyramids evaluated. The cards will then be taken away and the number of points marked down. Apart from the building cards, there are &quot;thieves&quot; with whom one can steal cards out of other player's pyramids, &quot;tax collectors&quot; who steal hand held cards and the &quot;pharaoh&quot; who can prevent these actions from taking place!&#10;&#10;"
Old Town,American West,1,4,"In Old Town, the players are trying to recreate an old ghost town as it looked in the late 19th Century. Remnants of the town are still visible, but where exactly had the Saloon been located? The players must try to collect all available information about the 19 building sites and see whether they can complete the puzzle. A few surviving gold diggers are around to contribute information, but their memories aren't always reliable! This was, originally a desk top published game designed  by Stephan Riedel. If you like problem solving games then this game could be for you.&#10;&#10;"
Oltre Mare,Bluffing,2,5,"Are you the best Merchant of Venice? &#10;Sailing along the courses of ancient Venetians in Oltre Mare, the unknown lands of Barbaria. Looking for the most precious wares and the richest stocks; exchanging wares with other merchants, loading your ship and selling at the market; but at the same time trying to escape the ever-present pirates.... Oltre Mare - Merchants of Venice is an engaging voyage through the Mediterranean Sea, in the golden Age of Sail.&#10;&#10;How to play:&#10;On his or her turn, the player can trade Goods (corn, wine, spices, silk, etc.) for other Goods or for money (which also double as points) with fellow players. He or she then plays cards from his/her hand to perform certain actions that allow you to earn money, to draw cards, or to move your ship on the map (where you can obtain special powers). But there is also a dreadful Pirate action that you have to look out for! The cards played also represent the Goods that are loaded as cargo on your ship. The more cards of the same Good type shipped, the more money (and score) you will gain at the end of the game. The cards played will also influence the next turn, so choose your strategy well.&#10;&#10;In order to win, you have to trade wisely, choose the right cards to perform the best actions, and maximize the profit from your ship's cargo!&#10;&#10;The original version from Mind the Move is a small blue box.  Rio Grande and Amigo released a bigger box version with a larger board in 2005.&#10;&#10;"
Oraklos,Real-time,2,5,"From the Splotter website:&#10;Alexander, the Great King, will visit the Oracle! Apollo, God of Clairvoyance, help us! Why is this bad? Well, as high priest of the oracle, it is your craft to tell the future. No issues there. But it will be hard to tell only that part of the future that the King wants to hear. Because if the prediction displeases His Majesty, your own future may not look too bright...&#10;&#10;In Oraklos, players predict the future by throwing many-colored dice onto the table. By gazing at the resulting pattern, they simultaneously try to find elements of the prediction Alexander wants to hear. The fastest sweet talking soothsayer wins the game.&#10;&#10;Apart from the standard game, Oraklos contains 2 variants. Oraklos Junior, an easy variant, is suited for children from 6 years onwards and children will often beat the adults! Antipodes is a more difficult game, suitable for players from 10 years onwards. All variants take about 15 minutes.&#10;&#10;The playing material consists of 70 wish cards, 54 dice, 3 audience tokens, a measuring cord and rules in English, Dutch and German.&#10;&#10;"
Oriente,Animals,4,12,"By entering into and then breaking-off alliances Samurai, Shogun and Daimyo fight for the most valuable booty. Only with power and decision can you accomplish your goal before the outbreak of revolution! A game of negotiation and bluff for merciless Ronins.&#10;&#10;Microbadge:  Oriente fan&#10;&#10;"
Othello,Abstract Strategy,2,2,"Trap other pieces between your own to capture them, but be aware that the opponent may do the same. Pieces will change sides (colors) dozens of times. The winner is the one with the most pieces when no more pieces can be played on the board.&#10;&#10;In Hong Kong, an advertising campaign by Texwood for its Apple Jeans involved the use of Othello sets, retitled Ping Guo Qi (Apple Chess). The sucess of the campaign raised the popularity of the game, and Ping Guo Qi or Apple Chess has since become an alternative name for Hei Bai Qi (Black and White Chess), the more traditional name for the game.&#10;&#10;Goro Hasegawa changed Setup of Reversi a bit and renamed it as Othello inspired from Shakespeare's play.&#10;&#10;"
Pagoda,Abstract Strategy,2,2,"A five-in-a-row game where each player has five pieces.    All the lines of five cross at the center piece, so it turns into a struggle for the control of the center of the board.  The pieces are 6-sided dice, and the up face determines how the piece can move.  When a piece is captured, it is rerolled and can enter play in its new form (i.e. it is reincarnated).  One of the pieces, the Buddah, is actually not played on the board, but instead fills a blank spot, acting as a wild card.&#10;&#10;"
Pente,Abstract Strategy,2,6,"Pente is an abstract strategy game.  Players place glass markers on intersections of a 19-by-19 grid (the same as in Go).  The object of the game is to get five of your own markers in a row (4 with more than 2 players) or capture five pairs of your opponent's pieces.  The first to do either wins.  Capturing takes place when exactly two pieces are sandwiched between pieces of the opposite color. There are multiple variations of the game for greater challenge and complexity.  The 20th anniversary edition is a deluxe version of the game with a large color game instruction book, quality game board, and six sets of different colored glass markers that allows play with up to 6 players.&#10;&#10;Other five-in-a-row games include Go-Moku and Renju (which do not feature capturing), and Ninuki-Renju (which does).&#10;&#10;Similar to:&#10;&#10;&#10;    5ive Straight&#10;    Take 5&#10;    5 in a Row&#10;    Go-Moku&#10;    Renju&#10;&#10;&#10;"
Phoenix,Abstract Strategy,2,2,"The game contains a forest of wood:  6 &ldquo;light spectrum&rdquo; large cubes in different colors and thirty smaller pawns, 5 each in six different colors that match the larger cubes.  There are also fifty cards that determine the movement of the pawns and cubes, a cloth bag in which to place the pawns and a board onto which the cubes and twenty of the pawns will be placed.&#10;&#10;To begin the game, the six large cubes are arranged randomly on the spaces provided in the center of the board.  Then, the thirty pawns are mixed inside the cloth bag.  Twenty pawns are drawn randomly, with ten being placed on each side of the board.  Each player is then dealt five cards.&#10;&#10;The objective in Phoenix is to arrange your ten pawns in the same color sequence as the six large cubes.  Playing a card allows you to move or swap pawns within your row, or exchange one pawn with your opponent. There are also three cards which allow you to change the order of the central cube pattern.&#10;&#10;The round ends when one player's pawns match the central pattern. That player receives five points. Victory points are also awarded to both players based on having 3, 4 or 5 pawns of the same color connected, and using one of every color. A game lasts three rounds.&#10;&#10;"
Pick Picknic,Animals,2,6,"&quot;A corn, please!&quot; is the cry heard from many fowl mouths at the cold buffets in the many poultry yards. Game hens, pheasants, ducks, geese, and turkeys seem to be always hungry - never getting enough to eat. In Pick Picknic, a real feast awaits them! The fox is also always hungry and ready to eat, but from a somewhat different menu,... Chickens, geese, and ducks, become happily plump when they are able to eat well and often. Such is not different for the clever fox, who will eat all manner of incautious fowl... At the end of the game, the player who has gotten the plumpest poultry and the most nutritious corn is the winner!&#10;&#10;Stefan Dorra's remake of Razzia with the theme centered around chickens and their quest for corn.  But watch out, there are foxes out there trying to get to the chickens.&#10;&#10;One of those &quot;children's games&quot; that adults find fun as well.  Features artwork by Doris Matth&auml;us.&#10;&#10;This game is part of The Chicken Family of Zoch.&#10;The Dutch edition is part of the Jakkie &amp; Bak Collection&#10;&#10;Re-implements&#10;&#10;    Razzia&#10;&#10;&#10;&#10;&#10;Microbadges:   (Buy One)&#10;&#10;"
Pickomino,Animals,2,7,"Two to seven players, ages 8 and up try to obtain fried worms for their chickens, so that they don't go hungry. Of course, anyone who doesn't manage to grab a worm off of the grill can help himself to those of his opponents. This fast-paced game by Reiner Knizia is, like Hick Hack im Gackelwack, a gambling game in the finest chicken tradition.&quot;&#10;&#10;Each turn players roll their dice and set aside all those matching any single value. The remaining dice are rolled and any value is set aside again until the player stops and takes a tile or busts and puts their last tile back. When a player busts and fails to take a tile they must also turn the highest tile face-down.&#10;&#10;Interestingly, the German edition from Zoch has English rules in the box.&#10;&#10;The Dutch edition is part of the Jakkie &amp; Bak Collection&#10;The German edition is part of The Chicken Family of Zoch.&#10;&#10;"
Pico 2,Card Game,2,2,"from game review:&#10;&#10;The  game is composed of 11 cards. These are numbered 4 through 13 plus 16 and each also bears a number of &quot;pips&quot;. (From one on the 4 card to four on the 16 card.) A round is played as follows: each player is dealt 5 cards with the eleventh card discarded face-up. (Note that this means that you know exactly what cards your opponent holds.) Each turn both you and your opponent secretly select one of their respective cards and reveal them simultaneously. The higher card wins and that player sets that card aside scoring the number of pips on it. The loser retains his/her played card. However, if the higher card is more than twice the lower card then it's the lower card that is placed aside and scored. So the 13 will beat the 10 but lose to the 6. Play continues until one player is left with but a single card. Points are then scored and, here's the clever bit, players swap hands and do it again. This ensures that each game is exactly fair as both players will have equal opportunity to play a strong/weak hand. After these two rounds the points are totaled and a winner declared. There are, at most, fourteen card plays in a game and so the game is usually over in two or three minutes.&#10;&#10;"
Piratenbillard,Action / Dexterity,2,4,"This interesting dexterity game is played on a table-like board that is a wooden lattice with a piece of linen stretched over the bottom.  Little colored balls are placed in the resulting holes, and then players use long wooden mallets to strike the bottom of the table.  When a ball is hit correctly, it will pop out of the space it's in and land in another space closer to the opposite side of the board.  Landing on another player's ball lets you capture it, but if your ball lands off the board, it's out of the game.&#10;&#10;"
Pizarro & Co.,Exploration,3,6,"Players are kings (or queens) bidding for the services of six famous explorers -- Ferdinand Magellan, Christopher Columbus, Francisco Pizarro, Vasco da Gama, James Cook, and Marco Polo. As the game progresses, competition for the explorers' services increases as each explorer has fewer expeditions available for investment. In the end, only one ship for each explorer makes the final trip and only one king earns those rewards.&#10;&#10;Firstly, the board is set up from two double-sided boards, giving four possible configurations with slightly different versions of each explorer. Each player has six ships and money cards numbered 1 to 9. There are three turns. In the first, each explorer has 3 ships, but only two of these will proceed to the second turn and only one will win through to the third.&#10;&#10;A set of cards with explorers is used for each turn - 3 of each explorer in turn one, 2 of each in turn two and 1 of each in the last turn. The top card is revealed and an auction held, going round the table until all but one player has passed. The winning bidder puts the card in front of them and places one of their ships on to the relevant explorer area on the board. This process is repeated until all the cards have been bid on.&#10;&#10;Each explorer has a different power, some giving victory points, others money or a special ability like being able to delay a subsequent auction, or a combination of these. At the end of a turn players gain two new money cards, plus any which explorers they have a ship on give them. The second turn work in the same way, but only players with a ship invested in an explorer can bid on it, and because there are only two ships of the three on each explorer moving to the second area, one will be left behind. Similarly, the third round sees just one ship of the remaining two move to the third and final area for each explorer. Scoring is then done, with more points available for players with ships reaching the third area.&#10;&#10;Money is always tight so it is a good idea to try and get some extra income, though this conflicts with the need to score points. Two of the explorers score a lot of points but have no income so each player must balance the two needs. Money cards are worth points as well, so there is also a trade off between using these to win auctions to advance your ships and keeping them to score with.&#10;&#10;"
Portobello Market,Abstract Strategy,2,4,"London, 1901. At the world famous Portobello Market, the goal in the morning is to secure the best places to build stalls. Try to place your stalls in the most lucrative manner, cut off your opponents, and grab the most profitable alleys for yourself. You can build only where the Bobby stands&mdash;but a little cash will make the Bobby stand where you want him to!&#10;&#10;East India Railway was the prototype title for this game, and it became Portobello Market when published by Schmidt.&#10;&#10;"
Primordial Soup,Prehistoric,3,4,"The Primordial Soup is supposedly where all life came from.  Players take charge of a tribe of amoeba as they struggle to survive.  In order to help their quest, tribes will take various genetic advantages, which allow them to 'break' the rules of life.  For instance, instead of going hungry, your amoeba could learn to attack foreign amoeba for food.  Or perhaps your amoeba could be taught to need less food to survive.  Either way, this is a very interesting take on the game of life.&#10;&#10;Expanded by:&#10;&#10;    Primordial Soup: Freshly Spiced&#10;&#10;&#10;&#10;&#10;"
Princes of the Renaissance,Economic,3,6,"Princes of the Renaissance is set in Renaissance Italy. Each player takes on the role of one of the minor Condottiere princes, such as the Gonzagas or d'Estes. Then there are the big five major cities: Venice, Milan, Florence, Rome, and Naples. These are not controlled by individual players, but players will gain 'interests' in them as the game progresses. Each city has six tiles, most of which represent a famous character such as Lucrezia Borgia or Lorenzo Medici. Each tile has its own special properties that are linked to the character on the tile. Thus Cesare Borgia will help you to become more treacherous, while a Venetian merchant will increase your income. These tiles are also worth victory points, depending on the status of the city at the end of the game.&#10;&#10;A city's status will change as a result of war. When two cities fight, they will each need a Condottiere to fight for them. Players bid, using influence points, to decide who will represent each city. The outcome of the war will depend on a little luck and the size of each player's army. Each player also gets paid for fighting, no matter what the outcome of the war is. Thus players can turn influence into gold, which in turn can be used to buy more City tiles.&#10;&#10;No game on the Italian Renaissance would be complete without an element of treachery. Players can be openly treacherous by buying Treachery tiles, which will allow them to do nasty things like steal influence, bribe troops, or knock players out of an auction. However, the game allows players to be devious in other ways, that still remain legal. Making sure that a war goes the way you want it to is an important part of the game, and it is not always the player with the best army who ends up fighting. Want a city to lose, well become Condottiere for them and make sure you have a really bad army, or use Treachery tiles to bribe your own troops not to fight. At some point some player will become the Pope, which means he can form a Holy League (i.e. join one side in a battle). Want to make sure the Pope is on the 'right' side, well why not bribe him? What players negotiate over is up to them. The game does not force negotiation and works perfectly well without it, but it remains an avenue for players to explore.&#10;&#10;"
Programmer's Nightmare,Card Game,2,6,"In this game, players take turns laying out program instructions with &quot;ownership bits&quot; on the cards they play, creating a long line of interrelating program instructions that become more complicated as the program builds. Finally, a player will play a RUN card and set the program running. Who will survive the convolutions of the program? That's anyone's guess; each player decides if and how their own program instructions will function!&#10;&#10;There is a &quot;Version 2&quot; of the game in the rules; the program is dealt out at random in a loop, the players take turns claiming instructions that they think will let them win the game. Much of this game's strategy is based upon the initial selection of Program Instructions. Version two involves much more strategy and less luck.&#10;&#10;"
