name,category,min_players,max_players,description
Prosperity,Economic,2,4,"You're the leader of a great nation which is currently expanding. Over the course of the seven decades covered by the game, you will have to invest in infrastructures and industries, provide your country with energy and finance the mercurial forces of research in order to remain competitive.&#10;&#10;But prosperity has a price. You owe it to future generations to leave them a healthy world. Pollution lurks, but will you be able to limit it?&#10;&#10;Prosperity has players building up their countries on a grand but abstract scale, with them needing to balance concerns over energy and ecology with the constant need for capital and the long-term goal of prosperity points.&#10;&#10;The game starts with 24 tiles available, half on the energy side of the shared game board and half on the ecology side. Two tiles on each side are placed on levels 1-6, with the players each having two research markers &ndash; energy and ecology &ndash; that start at level 1. Each player has an individual game board with color-coded spaces for tiles, a pollution track, and tracks for energy and ecology. A stack of 36 tiles &ndash; with tiles arranged by decades: the six from 2030 on the bottom, then the five from 2020, and so on to the five from 1970 &ndash; is set up during the playing area.&#10;&#10;On a turn, a player draws the top tile from the stack, then everyone resolves the symbol highlighted on the tile:&#10;&#10;&#10;    Energy &ndash; for a positive value, earn money; for a negative value, lose money or increase your pollution&#10;    Ecology &ndash; remove or add discs to your pollution track&#10;    Capital &ndash; earn money for each capital symbol on the tiles you own&#10;    Research &ndash; advance one research marker one space for each research symbol on tiles you own&#10;    Prosperity &ndash; score points for each prosperity symbol on tiles you own, but only if your pollution isn't maxed out&#10;&#10;&#10;Once everyone has done this, the active player takes two actions, repeating an action if desired. The possible actions are:&#10;&#10;&#10;    Take money.&#10;    Remove one pollution marker.&#10;    Move forward one space on one research track.&#10;    Buy a tile, with the amount owed being based on whether the tile is energy or ecology and the level of your corresponding research marker. If you buy a tile of the same level, the cost is &euro;100; if the tile is of a higher level, you pay &euro;100, plus &euro;100 for each level; and if the tile is lower, you pay a flat &euro;50.&#10;&#10;&#10;Players have limited space for tiles on their individual boards, especially since the tiles and spaces are color-coded, but players can cover existing tiles, if desired, losing any benefits (or penalties) in the process. Some parts of the individual board are off-limits to new infrastructure until you first provide transport; toll roads, highways and even train systems have drawbacks of their own, but ideally you'll be able to build your way past those trouble spots without causing too much pollution.&#10;&#10;When the final tile is drawn, that player finishes his turn, then everyone scores: twice for their energy and ecology levels, one for capital (with money being converted into prosperity points), once for research on both tracks (with points for those researching the most), and once for prosperity. Whoever tallies the most prosperity points wins!&#10;&#10;"
Sushi Express,Card Game,3,6,"The players pilot their maneuverable, little delivery cars around the city in order to serve as many customers as possible. When you pass by in your Sushi Express, you may choose a customer card. When doing so, you&rsquo;d like to get as many different types of cards as possible, as that&rsquo;s how you get the most victory points. But don&rsquo;t ignore the tips - whoever has the least at the end of the game gets minus points.&#10;&#10;"
In the Shadow of the Emperor,Medieval,2,4,"In the Shadow of the Emperor is a tactical game for 2-4 players. Players represent aristocratic families at the Court of the Holy Roman Emperor. Players seek to get their family members into influential positions with the various electorships of the Empire. Once there they accumulate votes towards being elected to be Holy Roman Emperor. Players choose actions for their family members to take, which allow them to wrest control of the various Elector States (each of which has a special ability in addition to its voting power) whilst displacing their opponents. However, family members age and die and the number of action cards is limited, restricting the tactical options. As players build their influence they collect victory points and the player with the most points at the end of the game wins.&#10;&#10;"
Santiago,Farming,3,5,"This game is about cultivating and watering fields. To accomplish this, a number of tiles denoting various plantation types come into the game each round.  The tiles are auctioned off such that each player gets one, and the tiles are then placed onto the game board along with an ownership marker that also indicates how plentiful the tile&rsquo;s yield will be.  Whoever bid the lowest in each round gets to be the canal overseer and decides where a canal will be built that round.  The other players may make suggestions to help the canal overseer decide, and back up their suggestions with money.  The final decision is always wholly up to the overseer, though.&#10;&#10;At the end of each round, players determine what the water supply situation looks like.  Should a plantation not be sufficiently watered, its production drops dramatically; should it happen more than once, then that plantation may revert to fallow ground.  At game&rsquo;s end, naturally only the cultivated land counts. Each plantation is counted according to type &ndash; the bigger the better.  But since the ownership markers play a role as well, the same plantation can give drastically different points for different players.&#10;&#10;"
Agricola,Animals,1,5,"Description from BoardgameNews&#10;&#10;In Agricola, you're a farmer in a wooden shack with your spouse and little else. On a turn, you get to take only two actions, one for you and one for the spouse, from all the possibilities you'll find on a farm: collecting clay, wood, or stone; building fences; and so on. You might think about having kids in order to get more work accomplished, but first you need to expand your house. And what are you going to feed all the little rugrats?&#10;&#10;The game supports many levels of complexity, mainly through the use (or non-use) of two of its main types of cards, Minor Improvements and Occupations. In the beginner's version (called the Family Variant in the U.S. release), these cards are not used at all. For advanced play, the U.S. release includes three levels of both types of cards; Basic (E-deck), Interactive (I-deck), and Complex (K-deck), and the rulebook encourages players to experiment with the various decks and mixtures thereof. Aftermarket decks such as the Z-Deck and the L-Deck also exist.&#10;&#10;Agricola is a turn-based game. There are 14 game rounds occurring in 6 stages, with a Harvest at the end of each stage (after Rounds 4, 7, 9, 11, 13, and 14).&#10;Each player starts with two playing tokens (farmer and spouse) and thus can take two turns, or actions, per round. There are multiple options, and while the game progresses, you'll have more and more: first thing in a round, a new action card is flipped over.&#10;Problem: Each action can be taken by only one player each round, so it's important to do some things with high preference.&#10;Each player also starts with a hand of 7 Occupation cards (of more than 160 total) and 7 Minor Improvement cards (of more than 140 total) that he/she may use during the game if they fit in his/her strategy. Speaking of which, there are countless strategies, some depending on your card hand. Sometimes it's a good choice to stay on course, and sometimes it is better to react to your opponents' actions.&#10;&#10;"
A Dog's Life,Adventure,2,6,"The object of the game is for a dog to locate four bones and carry them safely back to his home.   Bones tend to be found in trash cans and are sometimes given as rewards for successfully delivering newspapers to various establishments.  Players must also pay close attention to their bellies as their hunger level drops with each passing round.  So, finding food is also a top priority.&#10;&#10;Life on the streets is tough as not only must players search for food and bones, but they also must fend off rival dogs and that pesky dog catcher.&#10;&#10;"
Timbuktu,Deduction,3,5,"In this game each player takes the role of a caravan leader. The number of camels within a caravan depends on he number of players. Each camel is loaded with a lot of goods, and the goal of the game is to carry all the goods from the starting position to the final oasis: Timbuktu.&#10;&#10;However, during the course of this journey, the caravans stop at other oases. Once all camels arrive to an oasis- and the night comes- thieves attack the caravan, and steal different goods. While moving from one oasis to another, players receive different clues about the manner of the thefts. Each player has a different clue, and although clues are passed around, one player  only, receives three of the total five clues. From the action of the other players &ndash; caravan leaders -, the clues have to be guessed and camels have to be relocated, in order to save all the goods from the thieves.&#10;&#10;The next morning, the caravan continues it's way towards Timbuktu, and players are challenged with different clues again. The object of the game is to be the trader left with the most value in goods, when you reach Timbuktu.&#10;&#10;"
Villa Paletti,Action / Dexterity,2,4,"From the rules:&#10;&#10;An architectural rush to the skies for 2 - 4 budding architects with a good head for heights from 8 years old.&#10;&#10;In the land where the Lemons bloom, there once lived a wise old sage, whose friends called him &quot;Paletti&quot; He only had one goal in life, to finish the wonderful castle in the sky that his grandfather had begun to build many years before, but which had been left unfinished when the ducats ran out. Paletti too had little money, but instead he had a marvelous plan. Why buy new columns when he could re-use the old ones that his Grandfather had built?  All he needed to do was remove some of those holding up the first floor, of which there were far too many in any case, and rebuild them further up, so that they could support new floors,  reaching up towards the skies!&#10;&#10;&quot;Excellent, Paletti&quot; shouted his friends, and they quickly started to work.  Soon they had a marvelous building in front of them, the &quot;Villa Paletti&quot;. Nowadays, no one knows what it was caused the collapse of the Vila Paletti, perhaps a puff of wind, or a slight earth tremor, but all the experts are united on one point, that Paletti,  far ahead of his time, was the first to discover something whose full importance is only now starting to become clear to us, the Euro pallet!&#10;&#10;Re-implemented by:&#10;&#10;    Palazzo Paletti&#10;&#10;&#10;&#10;&#10;"
SET,Card Game,1,20,"In SET, each card contains 1-3 objects, with all of the objects on a card having the same color, shape and shading, e.g., two purple shaded ovals. Colors, shapes, and shadings come in three different types: green, purple and red; oval, diamond and squiggle; and solid, shaded and outlined.&#10;&#10;All players compete simultaneously and try to claim sets of cards in a single pass through the deck. A set consists of three cards that are either all alike or all different in each attribute. For example, if all three cards have the same number of objects, but three different shapes, shadings, and colors, then those cards are a set; if two of the cards have a common attribute that is not shared by the third, they are not a set.&#10;&#10;To play, one person takes the deck and lays out twelve cards face up. The first person to spot a set collects those three cards; if the player was mistaken, then this player cannot claim a set until after another player has done so. After someone has claimed a set, the cardholder lays out three more cards. (If all players agree that no sets can be claimed, then the cardholder lays out three more cards. These cards aren't replaced after someone claims a set.) Whoever claims the most sets wins!&#10;&#10;"
Am Fuß des Kilimandscharo,Racing,2,4,"Simple Knizia game for children. Progress up the trail to the foot of Kilimanjaro by playing numbered cards. You can play cards in front of yourself to make 3 piles, or onto your opponents to slow them down if they're ahead of you on the trail. The cards are in different types (colors), canoe, mule, jeep or by foot. If your 3 cards are the same type, you can move the total. If 2 cards match, you can move that total. If the 3 cards don't match, you can move the highest number.&#10;&#10;In addition, there are chance tokens laid on the trail face-down. These are revealed as you reach them; the banana is a meal-break (take another move), a lion is danger (fall back to the last village), or a swap tile lets you switch places on the trail with another player.&#10;&#10;The player that reaches the mountain first wins, but if the players exhaust their decks, then the furthest along the trail is the winner.&#10;&#10;"
In the Year of the Dragon,Economic,2,5,"Stefan Feld's 3rd game by Alea is In the Year of the Dragon.&#10;&#10;Players take on the role of Chinese rulers around the year 1000. The game plays out in twelve rounds, with each round representing one month in a year that seems to go from bad to worse. Disease, drought, and attacks from the Mongols may claim lives, but make sure you have enough money to offer a tribute to the Emperor.&#10;&#10;The game play is easier than it may appear. Every player has a set of &quot;person&quot; cards. Each round, you choose one action (most of which call on your workers' abilities) help you prepare for the months ahead. Then you play one person card, recruiting that person and placing him into one of your palaces. Each person brings different skills and abilities to help you ride out the year. (Farmers help you gain rice to survive a drought month, Tax Collectors raise money, etc.) At the end of each round, that month's event is triggered, which may cost you some of your workers, some money, or give you points.&#10;&#10;Careful planning is the key to surviving &quot;the year of the dragon,&quot; but survival alone may not win you the game.&#10;&#10;"
Cape Horn,Nautical,3,5,This is a sailing game where players are racing around Cape Horn.  Each turn a player may move their boat by using the wind markers that are placed out on the board.  The trick is other players can impede your progress by playing their wind markers to slow you down.  First person to hit 3 way-points wins.  You can also win by hitting 2 way-points and then crossing the finish line.&#10;&#10;
Oriente,Animals,4,12,"By entering into and then breaking-off alliances Samurai, Shogun and Daimyo fight for the most valuable booty. Only with power and decision can you accomplish your goal before the outbreak of revolution! A game of negotiation and bluff for merciless Ronins.&#10;&#10;Microbadge:  Oriente fan&#10;&#10;"
California,Economic,2,5,"From the back of the box:&#10;&#10;Who doesn't dream of owning a large Mansion in the sun-drenched hills of California? But before you can furnish the house according to your wishes the interior must be renovated. Just as you have completed furnishing the first rooms you curious neighbors begin to drop by, some bearing housewarming gifts. A good thing too ... because victory will go to the one with the most beautifully renovated house and the largest collection of gifts.&#10;&#10;Description of the game from The Goblins' Lair:&#10;&#10;Players have inherited a small amount of money and a house on the sunny hills of California. Unluckily the house is in a very bad condition. It will be to the players make it habitable again: renewing the rooms with the most exclusive furniture. Better and more friendly will be the house, more neighbors will come bringing presents and friendship.&#10;&#10;During the game the players could take money from the bank or buy tiles from the shops to place in the house. Before furnishing a room and welcoming people they have to renovate the room. Bonus cards could be gained being the first to furnish the rooms with particular combination of objects. It will be always possible to get loans ...&#10;&#10;At the end of the game (the 12th day) every player will score points for every present, every bonus card and every renovated room in their house. After paying debts the player with the most victory points will be the winner.&#10;&#10;"
Mole Hill,Abstract Strategy,2,2,"In this strange little game, players take the roles of a gardener protecting his lawn and a mole digging it up.  The gardener must try to block the mole's moves and fence him in quickly, while the mole must dig as many holes as possible before being caught.&#10;&#10;Essentially, the mole may move any direction, horizontally or diagonally from square to square, while the gardener places boundary sticks down along the edges of the square, which the mole may not cross.  The mole and gardener may either move or place down a boundary stick, and move alternately.  Eventually, the gardener will hem the mole in completely and the round is over.  In addition, if the mole can move into flower beds, extra points are scored.  By moving to the center, the mole may also tunnel deeply to any selected square on the board, thus escaping the (by then) rapidly closing trap of boundary sticks.  Depending on how many moves this took, more or less points are earned by the mole.&#10;&#10;Once points are totaled up, the roles are reversed and another round is played.  The winner is the player who scored the most points as the mole.&#10;&#10;"
Fresco,Renaissance,2,4,"In Fresco, players are master painters working to restore a fresco in a Renaissance church.&#10;&#10;Each round begins with players deciding what time they would like to wake up for the day. The earlier you wake up, the earlier you will be in turn order, and the better options you will be guaranteed to have. Wake up early too often, however, and your apprentices will become unhappy and stop working as efficiently. They would much rather sleep in!&#10;&#10;Then, players decide their actions for the turn, deploying their apprentice work force to various tasks. You'll need to buy paint, mix paint, work on painting the fresco, raise money (which you'll need to buy the aforementioned paint!) by painting portraits, and perhaps even send your apprentices to the opera in order to increase their happiness. Points are scored mostly by painting the fresco, which requires specific combinations of paints, so you'll need to buy and mix your paints wisely, in addition to beating other players to the paints and fresco segments you would like to paint.&#10;&#10;Fresco includes several expansion modules, so you can play without expansions for a lighter family game or add in expansions to vary play and increase the decision-making and difficulty, resulting in a very flexible game with a high replay value.&#10;&#10;"
Oasis,Civilization,3,5,"You are the head of a Mongolian family, intent on becoming the most powerful in the land. Use your resources wisely to take control of fertile steppe lands to raise horses, build sacred temples, develop caravans of camels, and control the beautiful oases. The player with the most points at the end of the game will be anointed the Noble of the Oasis.&#10;&#10;"
Antike,Ancient,2,6,"From the publisher's website:&#10;Antike is a challenging strategy game about evolution and competition among ancient civilizations. Ancient nations create cities, build temples, sail the seas, and discover new principles of science and technology. Their legions and galleys open new settlements and defend their people against attacks from their enemies. Two scenarios can be chosen as the game board is two-sided. Players choose from Greeks, Romans, and Germanic tribes and Phoenicians, Carthaginians, Persians, Arabs, Egyptians, and Babylonians.&#10;&#10;Every nation tries to win ancient kings, scholars, generals, citizens, and navigators for themselves. The nation that acquires a specified number (depending on the number of players) of ancient personalities first will win the game!&#10;&#10;Lead one of these nations to victory! But watch out for your enemies, as they will want to conquer your cities to destroy your temples. The game depends not on the luck of dice or cards, but on thoughtful plans and skillful diplomacy.&#10;&#10;"
RoboRally,Miniatures,2,8,"Imagine that you're a supercomputer.  Now imagine that you're bored.  So you dream up a little contest for you and a couple of your supercomputing buddies.  Your task is to move one of the stupid little robots out on the factory floor through a series of checkpoints scattered throughout the factory.  The wrinkle, however, is that the factory floor is filled with all kinds of inconvenient (if not down-right deadly) obstacles located in various locations: conveyor belts, crushers, flame-throwers, pushers, teleporters, oil slicks, pits, et cetera.  But the real fun comes when the robots cross each other's path, and suddenly your perfect route is something less than that...&#10;&#10;&#10;&#10;In RoboRally players each control a different robot in a race through a dangerous factory floor. Several goals will be placed on the board and you must navigate your robot to them in a specific order. The boards can be combined in several different ways to accommodate different player counts and races can be as long or as short as player's desire.&#10;&#10;In general, players will first fill all of their robot's &quot;registers&quot; with facedown movement cards. This happens simultaneously and there is a time element involved. If you don't act fast enough you are forced to place cards randomly to fill the rest. Then, starting with the first register, everyone reveals their card. The card with the highest number moves first. After everyone resolves their movement they reveal the next card and so on. Examples of movement cards may be to turn 90 degrees left or right, move forward 2 spaces, or move backward 1 space though there are a bigger variety than that. You can plan a perfect route, but if another robot runs into you it can push you off course. This can be disastrous since you can't reprogram any cards to fix it!&#10;&#10;Robots fire lasers and factory elements resolve after each movement and robots may become damaged. If they take enough damage certain movement cards become fixed and can no longer be changed. If they take more they may be destroyed entirely. The first robot to claim all the goals in the correct order wins, though some may award points and play tournament style.&#10;&#10;The game was reprinted by Avalon Hill (Hasbro/WotC) in 2005.&#10;&#10;"
Star Wars: X-Wing Miniatures Game,Aviation / Flight,2,4,"Game description from the publisher:&#10;&#10;Star Wars: X-Wing Miniatures Game is a tactical ship-to-ship combat game in which players take control of powerful Rebel X-wings and nimble Imperial TIE fighters, facing them against each other in fast-paced space combat. Featuring stunningly detailed and painted miniatures, the X-Wing Miniatures Game recreates exciting Star Wars space combat throughout its several included scenarios. Select your crew, plan your maneuvers, and complete your mission!&#10;&#10;Whatever your chosen vessel, the rules of X-Wing facilitate fast and visceral gameplay that puts you in the middle of Star Wars fiercest firefights. Each ship type has its own unique piloting dial, which is used to secretly select a speed and maneuver each turn. After planning maneuvers, each ship's dial is revealed and executed (starting with the lowest skilled pilot). So whether you rush headlong toward your enemy showering his forward deflectors in laser fire, or dance away from him as you attempt to acquire a targeting lock, you'll be in total control throughout all the tense dogfighting action.&#10;&#10;Star Wars: X-Wing features (three) unique missions, and each has its own set of victory conditions and special rules; with such a broad selection of missions, only clever and versatile pilots employing a range of tactics will emerge victorious. What's more, no mission will ever play the same way twice, thanks to a range of customization options, varied maneuvers, and possible combat outcomes. Damage, for example, is determined through dice and applied in the form of a shuffled Damage Deck. For some hits your fighter sustains, you'll draw a card that assigns a special handicap. Was your targeting computer damaged, affecting your ability to acquire a lock on the enemy? Perhaps an ill-timed weapon malfunction will limit your offensive capabilities. Or worse yet, your pilot could be injured, compromising his ability to focus on the life-and-death struggle in which he is engaged...&#10;&#10;The Star Wars: X-Wing starter set includes everything you need to begin your battles, such as scenarios, cards, and fully assembled and painted ships. What's more, Star Wars: X-Wing's quick-to-learn ruleset establishes the foundation for a system that can be expanded with your favorite ships and characters from the Star Wars universe.&#10;&#10;"
Tumblin-Dice,Action / Dexterity,1,4,"A dexterity dice game consisting of four sets of colored dice one either slides, rolls, or flicks down a stepped surface. Usually one slides the die for better accuracy.  After each person has slid their 4 dice, points are scored.  You score the die roll times a multiplier of either 1&times;, 2&times;, 3&times;, or 4&times; depending on which area of the board the die is on.  (Dice which land in the 0&times; region are immediately removed from play.)  High scoring rolls are targets for opponents.  Four rounds are played and the player with the most points win.&#10;&#10;Tumblin-Dice Jr. is the &quot;travel&quot; version.&#10;&#10;The 2008 edition from Ferti Games states is for 2-6 players.&#10;&#10;"
Connect Four,Abstract Strategy,2,2,"Connect 4 is a well known vertical game played with &quot;checkers&quot; (it is more akin to Tic Tac Toe or Go Moku).&#10;&#10;The board is placed in the stand to hold it vertically and the players drop checkers into one of the 7 slots, each of which holds 6 of the &quot;checker's&quot; men, until one player succeeds in getting 4 in a row--horizontally, vertically or diagonally.&#10;&#10;The game is actually non-proprietary and nicer adult versions can be found under the name The Captain's Mistress.&#10;&#10;"
Hexagony,Abstract Strategy,2,6,"This game was originally published by the designer as Bin'Fa under the company name Taoist Arts, Inc. It was released a few years later as Hexagony by Avalon Hill, and then again as Bin'Fa by the designer under the company name Kenterprises. The Avalon Hill version has slightly different rules. Alan Moon is credited with development of this version. Bin'Fa will be re-released February 2015 after undergoing numerous alterations and rule changes from its previous incarnations.&#10;&#10;Bin'Fa/2015 Edition is described by the Publisher/Designer:&#10;&#10;Bin&rsquo;Fa is a game of strategy for 2 to 6 players, each of whom controls an army of twelve units, a general and a supply pawn. In multiple army games, each player controls either two or three armies. The object of the game is to capture the opposing army units by surrounding them, thereby removing them from play.&#10;&#10;The game board is divided into six separate triangles, which offer almost limitless possibilities for new terrain each game. Each player places his armies at the start of the game in his home battle sector. The board also contains terrain markers and vortex markers, which the armies can use to jump around and appear unexpectedly behind enemy lines, presenting a sudden and unforeseen threat to the rear.&#10;&#10;The terrain transforms what would otherwise be a featureless playing area into one that more closely resembles the terrain over which actual battles are fought. With an almost incalculably large number of possible different terrain configurations, strategy cannot be decided in advance. The beginner always stands a chance against the experienced player.&#10;&#10;Bin&acute;Fa armies use up supplies when they move just as real armies do. On taking possession of the dice, players must choose between moving their army units on the battle sector (which uses up supplies) or using their turn to move the supply marker in hope of obtaining fresh supplies.&#10;&#10;One of the most exciting aspects of Bin&acute;Fa is the &quot;cavalry charge.&quot; As long as a player has sufficient supplies and is lucky enough to avoid rolling a double, it is possible to send a force dashing across the board to attack enemy units and (hopefully) return.&#10;&#10;The game of Bin&acute;Fa brings together two strands whose origins go back to very ancient times. Sun Tzu was a famous Chinese general and student of warfare. Bin&acute;Fa is based on the precepts contained in his classic work on the subject, &quot;The Art of War,&quot; written 2,300 years ago. They provide the structural framework for the game.&#10;&#10;"
Heroes Incorporated,Comic Book / Strip,2,4,"Heroes Incorporated introduces players to the next generation of crime fighters. 2 to 4 players each lead two super-powered heroes against a legion of bad guys. The goal is not only to stop the villains, but also to become more popular than any of the other super teams in the city. Each team competes for the same goal: to become the only officially elected and funded Defenders of Megapolis!&#10;&#10;Game features:&#10;&#10;&#10;     12 unique Heroes with distinct powers that alter the game rules. &#10;     Patrol the streets with a team of two heroes, enabling a myriad of game play combinations and strategies &#10;     Research Cards allow heroes to build gadgets, upgrade combat power, and gain fame. &#10;     Foil your opponents with Fate and Super Villain cards. &#10;     High quality wooden components imported from Germany &#10;&#10;&#10;Expanded by:&#10;&#10;    S.U.P.E.R. Expansion&#10;    Crime Wave Expansion&#10;    Legion Expansion&#10;&#10;&#10;&#10;&#10;"
Leapfrog,Bluffing,1,6,"Leapfrog is a fun, family game simple enough for younger gamers to play but with sufficient depth to interest seasoned gamers. The game is played over three races : a fast race,  a slow race  and &lt;gulp&gt; a brave race . Each player acts simultaneously so there is no downtime between turns. Race order and tadpole tokens mean that you will still have a chance of winning even going into the last race. Points are scored depending on race position  but also for collecting tadpoles. Remember, only frogs that have not had their legs eaten can win the game !&#10;&#10;"
Rolling Japan,Dice,1,99,"Rolling Japan is a light &quot;multiplayer solitaire&quot; dice game. Each player has a map of Japan that's divided into the 47 prefectures, which are then bunched together into six differently colored areas.&#10;&#10;On a turn, a player draws two regular six-sided dice from a bag and rolls them; the bag starts with seven dice, six matching the colors of the areas on the map along with a wild purple die. All players now write down each number rolled on any prefecture of the matching color, i.e., if the blue die shows 4 and the yellow a 2, write a 4 in one blue prefecture and a 2 in one yellow prefecture. If the purple die is rolled, you can place this number in a prefecture of your choice; additionally, three times per game you can choose to use a non-purple die as any color. However, neighboring prefectures &mdash; including those in different areas connected by blue lines &mdash; can't have numbers with a difference larger than 1; if you can't place a number without breaking this rule, then you must place an X in a prefecture of the appropriate color. (If all the prefectures in an area are filled, you can ignore the die or use one of your three color changes to place the number elsewhere.)&#10;&#10;After six dice have been rolled, mark one round as being complete, then return the dice to the bag and start the next round. After eight rounds the game ends, and whoever has the fewest Xs on her map wins.&#10;&#10;"
Ace of Aces: Powerhouse Series,Aviation / Flight,2,2,The Powerhouse Series book set pits the Fokker DVII of Georg von Hantlemann against the SPAD XIII of Eddie Rickenbacker. The game provides statistics for several other WWI fighter planes that may be played using this set.&#10;&#10;The Powerhouse books include a different variety of maneuvers than was used in the Handy Rotary books making for interesting match-ups between the two sets.&#10;&#10;
